,index,model_names,ratings,price,imgURL,battery,storage,ram,processor,android_version
456,459,"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)",4.2,23999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/u/8/a/-original-imagagf66vugzwut.jpeg?q=70,4500,128,6,Dimensity920P,11
457,460,"10A (Black, 64 GB)",4.2,9999,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/r/i/10a-220233m21-mi-original-imagzxq5eafbzz8w.jpeg?q=70,5000,64,4,Heilo25P,12
458,461,"Redmi Note 7 (Onyx Black, 64 GB)",4.1,14999,https://rukminim2.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile-refurbished/q/d/5/redmi-note-7s-32-u-mzb7744in-mi-3-original-imafe48yggp2za54.jpeg?q=70,4000,64,4,Snapdragon,9
459,462,"Mi A3 (Not just Blue, 64 GB)",4.3,14999,https://rukminim2.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/u/7/h/mi-redmi-a3-m1906f9si-original-imafjm6vn3h6ygyw.jpeg?q=70,4030,64,4,Snapdragon665P,9
460,463,"Xiaomi 11i Hypercharge 5G (Stealth Black, 128 GB)",4.5,28999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/j/u/r/-original-imagagf6zvvbfjjg.jpeg?q=70,4500,128,8,Dimensity920P,11
461,464,"Xiaomi 11T Pro 5G Hyperphone (Meteorite Black, 256 GB)",4.5,28858,https://rukminim2.flixcart.com/image/312/312/kyoqmq80/mobile/p/u/j/11t-pro-5g-11t-mi-original-imagauzg78sgxy6h.jpeg?q=70,5000,256,12,not mentioned,11
462,465,"Mi A2 (Black, 128 GB)",4.5,20500,https://rukminim2.flixcart.com/image/312/312/jrjizrk0/mobile/q/9/r/mi-a2-a2-original-imaf8zwaxz8hh5mx.jpeg?q=70,3010,128,6,Snapdragon,8
463,466,"Redmi 5 (Lake Blue, 64 GB)",4.0,8499,https://rukminim2.flixcart.com/image/312/312/k01b8280pkrrdj/mobile/f/g/z/mi-redmi-5-mdi-1-original-imafgwyzf4wgwvsu.jpeg?q=70,3300,64,4,not mentioned,7
464,467,"Redmi Y2 (Rose Gold, 32 GB)",4.0,10499,https://rukminim2.flixcart.com/image/312/312/jltrl3k0/mobile/h/b/z/mi-redmi-y2-y2-original-imaf87qtgnmpemmb.jpeg?q=70,3080,32,3,Snapdragon625P,8
465,468,"Redmi Y2 (Black, 32 GB)",3.5,10499,https://rukminim2.flixcart.com/image/312/312/jnnhua80/mobile/a/d/j/mi-redmi-y2-y2-original-imafaabg2b2kyrct.jpeg?q=70,3080,32,3,Snapdragon625P,8
466,469,"Redmi Y2 (Dark Grey, 32 GB)",3.5,10499,https://rukminim2.flixcart.com/image/312/312/jlv70y80/mobile/3/e/u/mi-redmi-y2-y2-original-imaf75frvsu6my2q.jpeg?q=70,3080,32,3,Snapdragon625P,8
467,470,"11 Lite NE (Tuscany Coral, 128 GB)",4.3,25000,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/0/v/-original-imaggcz6c7gsmgtd.jpeg?q=70,4250,128,8,not mentioned,11
468,471,"11 Lite NE (Vinyl Black, 128 GB)",4.4,23374,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/7/-original-imaggcz6yyk9ykdj.jpeg?q=70,4250,128,8,not mentioned,11
469,472,"11 Lite NE (Tuscany Coral, 128 GB)",4.5,23999,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/0/v/-original-imaggcz6c7gsmgtd.jpeg?q=70,4250,128,6,not mentioned,11
470,473,"11 Lite NE (Diamond Dazzle, 128 GB)",4.5,22500,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/h/7/-original-imaggcz8fzrfrchh.jpeg?q=70,4030,64,4,Snapdragon665P,9
471,474,"Mi A3 (Kind of Grey, 64 GB)",4.1,14999,https://rukminim2.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/z/r/4/mi-redmi-a3-redmi-a3-original-imafjm6v7egsh29h.jpeg?q=70,3080,64,4,Snapdragon2G,7
472,475,"Mi A1 (Red, 64 GB)",4.0,14599,https://rukminim2.flixcart.com/image/312/312/jbcjc7k0/mobile/z/4/t/mi-mi-a1-na-original-imafypzvyqgazqpy.jpeg?q=70,4000,128,6,Snapdragon855P,9
473,476,"Redmi K20 Pro (Carbon Black, 128 GB)",4.3,28999,https://rukminim2.flixcart.com/image/312/312/jxz0brk0/mobile/q/z/8/redmi-k20-pro-na-original-imafgb4ys5unqagx.jpeg?q=70,4000,128,6,Snapdragon675P,9
474,477,"Redmi Note 7 Pro (Neptune Blue, 128 GB)",4.5,17999,https://rukminim2.flixcart.com/image/312/312/jt641ow0/mobile/d/w/k/mi-redmi-note-7-pro-na-original-imafe4bbyfppbnuu.jpeg?q=70,5000,128,8,not mentioned,11
475,478,"REDMI Note 11 Pro (Stealth Black, 128 GB)",4.0,18336,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/l/e/-original-imagcqrqw5rwhguk.jpeg?q=70,4520,256,8,not mentioned,11
476,479,"Mi 11x Pro 5G (Lunar White, 256 GB)",4.3,-30546,https://rukminim2.flixcart.com/image/312/312/kod858w0/mobile/m/j/h/11x-pro-11x-pro-mi-original-imag2tzmnbhuhgjj.jpeg?q=70,4100,32,3,Snapdragon4G,6
477,480,"Redmi 3S Prime (Silver, 32 GB)",3.5,8999,https://rukminim2.flixcart.com/image/312/312/mobile/b/x/a/mi-redmi-3s-prime-na-original-imaeh6bdx2uhhu82.jpeg?q=70,4000,128,6,Snapdragon675P,9
478,481,"Redmi Note 7 Pro (Neptune Blue, 128 GB)",4.1,17999,https://rukminim2.flixcart.com/image/312/312/jt641ow0/mobile/d/w/k/mi-redmi-note-7-pro-na-original-imafe4bbyfppbnuu.jpeg?q=70,4520,256,8,not mentioned,11
479,482,"Mi 11x Pro 5G (Lunar White, 256 GB)",4.2,-30546,https://rukminim2.flixcart.com/image/312/312/kod858w0/mobile/m/j/h/11x-pro-11x-pro-mi-original-imag2tzmnbhuhgjj.jpeg?q=70,4100,32,3,Snapdragon4G,6
480,483,"Redmi 3S Prime (Silver, 32 GB)",4.2,8999,https://rukminim2.flixcart.com/image/312/312/mobile/b/x/a/mi-redmi-3s-prime-na-original-imaeh6bdx2uhhu82.jpeg?q=70,4250,128,6,not mentioned,11
481,484,"11 Lite NE (Vinyl Black, 128 GB)",3.6,23999,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/7/-original-imaggcz6yyk9ykdj.jpeg?q=70,4780,128,8,Snapdragon865P,10
482,485,"Mi 10 (Twilight Grey, 128 GB)",4.2,-10537,https://rukminim2.flixcart.com/image/312/312/kdxfc7k0/mobile/6/f/h/mi-10-mzb9044in-original-imafuq92ausjrxaz.jpeg?q=70,5000,128,8,Snapdragon865P,10
483,486,"Mi 10T Pro (Lunar Silver, 128 GB)",4.4,26899,https://rukminim2.flixcart.com/image/312/312/kg6vfrk0/mobile/h/v/j/mi-10t-pro-mzb07zein-original-imafwhb86qsrbgsj.jpeg?q=70,5000,128,8,not mentioned,11
484,487,"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)",4.3,26998,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/l/e/-original-imagcqrqw5rwhguk.jpeg?q=70,4820,256,12,not mentioned,13
485,488,"13 pro (Ceramic White, 256 GB)",4.2,9454,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/h/q/13-pro-2210132g-xiaomi-original-imagzbgp2nqtyvsw.jpeg?q=70,4500,128,8,Dimensity920P,11
486,489,"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)",4.3,28999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/y/0/v/-original-imagagf6reaugwfw.jpeg?q=70,3080,64,4,Snapdragon625P,8
487,490,"Redmi Y2 (Blue, 64 GB)",4.3,9990,https://rukminim2.flixcart.com/image/312/312/jqzitu80/mobile/b/u/f/mi-redmi-y2-y2-original-imafctexm2whwc4k.jpeg?q=70,4100,32,3,Snapdragon4G,6
488,491,"Redmi 3S Prime (Dark Grey, 32 GB)",4.4,8999,https://rukminim2.flixcart.com/image/312/312/mobile/f/r/6/mi-redmi-3s-prime-na-original-imaeh6bdfjgzxucj.jpeg?q=70,5000,256,8,not mentioned,11
489,492,"Redmi Note 11 PRO Plus 5G (Mirage Blue, 256 GB)",4.2,23999,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/m/q/-original-imagcqr7spupzwtz.jpeg?q=70,2200,16,2,Snapdragon8916P,4
490,493,"Redmi 2 Prime (Grey, 16 GB)",4.3,6999,https://rukminim2.flixcart.com/image/312/312/mobile/d/a/c/mi-redmi-2-enhanced-mzb4397in-original-imae9t7zznk4yhrs.jpeg?q=70,2200,16,2,Snapdragon8916P,4
491,494,"Redmi 2 Prime (White, 16 GB)",4.4,6999,https://rukminim2.flixcart.com/image/312/312/jjolt3k0/mobile-refurbished/v/b/3/redmi-2-8-u-mzb4395in-mzb4283in-mi-1-original-imae9t7zabfzkxz6.jpeg?q=70,4000,128,6,Snapdragon665P,9
492,495,"Redmi Note 8 (Moonlight White, 128 GB)",4.2,15999,https://rukminim2.flixcart.com/image/312/312/k5lcvbk0pkrrdj/mobile-refurbished/a/k/t/redmi-note-8-64-d-m1908c3ji-mi-4-original-imafhh3gyjqqhqjd.jpeg?q=70,5160,128,8,Dimensity920P,11
493,496,"Xiaomi 11i 5G (Camo Green, 128 GB)",4.5,26999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/i/w/n/-original-imagag2gugrdkbwu.jpeg?q=70,4050,32,3,Snapdragon8G,5
494,497,"Redmi Note 3 (Gold, 32 GB)",4.1,8999,https://rukminim2.flixcart.com/image/312/312/mobile/w/x/8/mi-redmi-note-3-na-original-imaegcryevzxxygd.jpeg?q=70,4000,32,3,not mentioned,9
495,498,"Redmi Note 8 (Moonlight White, 32 GB)",4.3,11990,https://rukminim2.flixcart.com/image/312/312/k5lcvbk0pkrrdj/mobile-refurbished/a/k/t/redmi-note-8-64-d-m1908c3ji-mi-4-original-imafhh3gyjqqhqjd.jpeg?q=70,4520,128,6,not mentioned,11
496,499,"MI 11X 5G (CELESTIAL SILVER, 128 GB)",4.3,24999,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/mobile/e/v/i/m2012k11ai-11x-redmi-original-imag2qs6bpctu2vx.jpeg?q=70,4000,64,4,Snapdragon636P,7
497,500,"Redmi Note 5 Pro (Red, 64 GB)",4.1,12500,https://rukminim2.flixcart.com/image/312/312/jll6xzk0/mobile/w/z/n/mi-redmi-note-5-pro-mzb6634in-original-imaf8znfw6ygssjs.jpeg?q=70,3080,64,4,Snapdragon435P,7
