,index,model_names,ratings,price,imgURL,battery,storage,ram,processor,android_version
347,349,"REDMI 12C (Lavender Purple, 64 GB)",4.2,9463,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/t/12c-22120rn86i-redmi-original-imagzeu8uqguykeh.jpeg?q=70,5000,64,4,not mentioned,12
348,350,"REDMI 12C (Royal Blue, 6 GB)",2.5,10935,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/t/i/12c-12c-redmi-original-imagzh5rmzryha6x.jpeg?q=70,5000,6,128,not mentioned,12
349,351,"REDMI 12c (Mint Green, 6 GB)",2.5,10999,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/x/o/12c-12c-redmi-original-imagzh5rkxqskc3u.jpeg?q=70,5000,6,128,not mentioned,12
350,352,"REDMI 12C (Matte Black, 64 GB)",4.2,9799,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/k/8/12c-12c-redmi-original-imagzh5sz7kkhbhh.jpeg?q=70,5000,64,4,not mentioned,12
351,353,"REDMI 9 Power (Mighty Black, 64 GB)",4.3,11490,https://rukminim2.flixcart.com/image/312/312/kj0bp8w0-0/mobile/d/e/1/9-power-mobhqab1-redmi-original-imafyz93hghvjkmu.jpeg?q=70,6000,64,4,Snapdragon662P,10
352,354,"REDMI Note 8 Pro (Electric Blue, 128 GB)",4.4,19999,https://rukminim2.flixcart.com/image/312/312/k87nxjk0/mobile/n/v/p/redmi-note-8-pro-mzb8594in-original-imafqaf4gxfbkpnf.jpeg?q=70,4500,128,8,Heilo,9
353,355,"REDMI Note 8 Pro (Shadow Black, 128 GB)",4.4,19999,https://rukminim2.flixcart.com/image/312/312/k87nxjk0/mobile/e/a/4/redmi-note-8-pro-mzb8312in-original-imafqaf3bdypexgy.jpeg?q=70,4500,128,8,Heilo,9
354,356,"REDMI 12C (Royal Blue, 64 GB)",4.2,9499,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/t/i/12c-12c-redmi-original-imagzh5rmzryha6x.jpeg?q=70,5000,64,4,not mentioned,12
355,357,"REDMI 12C (Mint Green, 64 GB)",4.2,9199,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/x/o/12c-12c-redmi-original-imagzh5rkxqskc3u.jpeg?q=70,5000,64,4,not mentioned,12
356,358,"REDMI 12c (Lavender Purple, 64 GB)",4.2,9599,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/y/7/12c-12c-redmi-original-imagzh5shtwsc7bs.jpeg?q=70,5000,64,4,not mentioned,12
357,359,"REDMI 12C (Matte Black, 6 GB)",2.5,11498,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/k/8/12c-12c-redmi-original-imagzh5sz7kkhbhh.jpeg?q=70,5000,6,128,not mentioned,12
358,361,"REDMI Note 8 Pro (Halo White, 128 GB)",2.5,17999,https://rukminim2.flixcart.com/image/312/312/k87nxjk0/mobile/m/f/k/redmi-note-8-pro-mzb8314in-original-imafqaf3mak86q8e.jpeg?q=70,4500,128,6,Heilo,9
359,362,"REDMI 12C (Matte Black, 6 GB)",4.5,11498,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/k/8/12c-12c-redmi-original-imagzh5sz7kkhbhh.jpeg?q=70,5000,6,128,not mentioned,12
360,363,"REDMI Note 8 Pro (Halo White, 128 GB)",4.5,17999,https://rukminim2.flixcart.com/image/312/312/k87nxjk0/mobile/m/f/k/redmi-note-8-pro-mzb8314in-original-imafqaf3mak86q8e.jpeg?q=70,4500,128,6,Heilo,9
361,364,"REDMI Note 8 Pro (Electric Blue, 64 GB)",4.2,16999,https://rukminim2.flixcart.com/image/312/312/k87nxjk0/mobile/n/v/p/redmi-note-8-pro-mzb8594in-original-imafqaf4gxfbkpnf.jpeg?q=70,4500,64,6,Heilo,9
362,365,"REDMI Note 8 Pro (Halo White, 64 GB)",4.2,16999,https://rukminim2.flixcart.com/image/312/312/k87nxjk0/mobile/m/f/k/redmi-note-8-pro-mzb8314in-original-imafqaf3mak86q8e.jpeg?q=70,4500,64,6,Heilo,9
363,366,"REDMI 11 Prime 5G (Meadow Green, 64 GB)",4.2,14111,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/r/o/11-prime-5g-22041219i-redmi-original-imagp8sw5cgwvgwp.jpeg?q=70,5000,64,4,not mentioned,12
364,367,"REDMI 11 Prime 5G (Chrome Silver, 64 GB)",4.3,14120,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/w/z/11-prime-5g-22041219i-redmi-original-imagpfp9seugamhu.jpeg?q=70,5000,64,4,not mentioned,12
365,368,"REDMI 11 Prime 5G (Thunder Black, 64 GB)",4.5,14120,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/v/n/11-prime-5g-22041219i-redmi-original-imagpfp9hsjb2mwd.jpeg?q=70,5000,64,4,not mentioned,12
366,369,"REDMI Note 10 (Shadow Black, 64 GB)",4.2,13995,https://rukminim2.flixcart.com/image/312/312/kmax8y80/mobile/o/4/z/note-10-mobhwasd2-redmi-original-imagf8hpzgar5mgs.jpeg?q=70,5000,64,4,Snapdragon678P,11
367,370,"REDMI Note 8 Pro (Shadow Black, 64 GB)",4.3,16999,https://rukminim2.flixcart.com/image/312/312/k87nxjk0/mobile/e/a/4/redmi-note-8-pro-mzb8312in-original-imafqaf3bdypexgy.jpeg?q=70,4500,64,6,Heilo,9
368,371,"REDMI 12C (Matte Black, 128 GB)",4.3,10199,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/m/x/12c-22120rn86i-redmi-original-imagr72bkjec4hjy.jpeg?q=70,5000,128,4,Heilo85P,12
369,372,"Redmi 6A (Black, 16 GB)",4.3,6399,https://rukminim2.flixcart.com/image/312/312/jpodaq80/mobile/b/q/z/mi-redmi-6a-redmi-6a-original-imafbv6guujwbz4z.jpeg?q=70,3000,16,2,not mentioned,8
370,373,"Redmi 6A (Rose Gold, 16 GB)",4.4,6489,https://rukminim2.flixcart.com/image/312/312/jmthle80-1/mobile/c/p/7/mi-redmi-6a-redmi-6a-original-imaf9m2uugjscfgk.jpeg?q=70,3000,16,2,not mentioned,8
371,374,"Redmi 6A (Gold, 16 GB)",4.2,6490,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/t/r/k/mi-redmi-6a-m1804c3ci-original-imafbhfyjgzjfybm.jpeg?q=70,3000,16,2,not mentioned,8
372,375,"Redmi Note 7S (Sapphire Blue, 32 GB)",4.4,11999,https://rukminim2.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile-refurbished/5/w/6/redmi-note-7s-32-a-mzb7745in-mi-3-original-imafe48ru3s66sjd.jpeg?q=70,4000,32,3,Snapdragon,9
373,376,"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)",4.5,22499,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/m/n/-original-imag7f6cggkvuyyb.jpeg?q=70,4250,128,6,Snapdragon778G,11
374,377,"Redmi Note 7S (Ruby Red, 32 GB)",4.4,11999,https://rukminim2.flixcart.com/image/312/312/k2tc1ow0pkrrdj/mobile-refurbished/f/p/s/redmi-note-7s-32-b-mzb7746in-mi-3-original-imafe48pmu5q6ygz.jpeg?q=70,4000,32,3,Snapdragon,9
375,378,"Redmi Note 6 Pro (Rose Gold, 64 GB)",4.3,12990,https://rukminim2.flixcart.com/image/312/312/jog2nbk0/mobile/q/z/h/mi-redmi-e7t-na-original-imafazxgdvdcnygz.jpeg?q=70,4000,64,6,Snapdragon636P,8
376,379,"Redmi 8 (Sapphire Blue, 64 GB)",4.2,10999,https://rukminim2.flixcart.com/image/312/312/k1fbmvk0/mobile/g/y/q/mi-redmi-8-mzb8253in-original-imafhyacjwjwxmsx.jpeg?q=70,5000,64,4,Snapdragon439P,9
377,380,"Redmi 1S (Metal Gray, 8 GB)",4.3,5999,https://rukminim2.flixcart.com/image/312/312/j16qm4w0/mobile/f/z/y/mi-redmi-1s-mzb4123in-original-imaestgf6zh7h7jq.jpeg?q=70,2000,8,1,not mentioned,4
378,381,"Redmi 9 (Sky Blue, 128 GB)",4.3,10190,https://rukminim2.flixcart.com/image/312/312/kehfi4w0/mobile/g/9/h/mi-redmi-9-lpddr4x-original-imafv5kypkgfqupf.jpeg?q=70,5000,128,4,not mentioned,10
379,382,"Redmi Note 9 Pro (Interstellar Black, 128 GB)",4.3,15990,https://rukminim2.flixcart.com/image/312/312/k7usyvk0/mobile/g/u/h/mi-redmi-note-9-b0784d862l-original-imafqy27dchrz3af.jpeg?q=70,5020,128,6,not mentioned,10
380,383,"Redmi Note 9 Pro (Glacier White, 128 GB)",4.3,15490,https://rukminim2.flixcart.com/image/312/312/kcdp5zk0/mobile/6/e/k/mi-redmi-note-9-pro-mzb9105in-original-imaftgy6gwe9vnqr.jpeg?q=70,5020,128,4,not mentioned,10
381,384,"Redmi Note 9 Pro (Champagne Gold, 128 GB)",4.3,14640,https://rukminim2.flixcart.com/image/312/312/keykscw0/mobile/k/g/w/mi-redmi-note-9-pro-max-m2003j6b1l-original-imafvj4vw773kgjr.jpeg?q=70,5020,128,4,not mentioned,10
382,385,"Redmi Note 9 Pro (Interstellar Black, 64 GB)",4.3,13590,https://rukminim2.flixcart.com/image/312/312/k7usyvk0/mobile/g/u/h/mi-redmi-note-9-b0784d862l-original-imafqy27dchrz3af.jpeg?q=70,5020,64,4,not mentioned,10
383,386,"Redmi Note 9 Pro (Aurora Blue, 64 GB)",4.3,11990,https://rukminim2.flixcart.com/image/312/312/k7usyvk0/mobile/z/f/6/mi-redmi-note-9-b0784d862m-original-imafqy27hbtc37gv.jpeg?q=70,5020,64,4,not mentioned,10
384,387,"Mi Max (Gold, 32 GB)",4.4,14999,https://rukminim2.flixcart.com/image/312/312/mobile/y/a/m/mi-mi-max-na-original-imaek4744gw8g9hb.jpeg?q=70,4850,32,3,Snapdragon,6
385,388,"Redmi 6A (Gold, 32 GB)",4.2,6999,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/t/r/k/mi-redmi-6a-m1804c3ci-original-imafbhfyjgzjfybm.jpeg?q=70,3000,32,2,not mentioned,8
386,389,"Redmi 8A (Sunset Red, 32 GB)",4.2,7990,https://rukminim2.flixcart.com/image/312/312/k0y6cnk0/mobile/p/4/x/mi-redmi-8a-mzb8459in-original-imafkmg2mza82yyu.jpeg?q=70,5000,32,3,Snapdragon439P,9
387,390,"Xiaomi 11Lite NE (Diamond Dazzle, 256 GB)",4.2,-22546,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/u/-original-imag7f6centfwcbz.jpeg?q=70,4250,256,8,not mentioned,11
388,391,"Xiaomi 11Lite NE (Vinyl Black, 256 GB)",4.2,-31537,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/u/4/-original-imag7f6chqmz5hzd.jpeg?q=70,4250,256,8,not mentioned,11
389,392,"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)",4.1,24989,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/m/n/-original-imag7f6cggkvuyyb.jpeg?q=70,4250,128,8,not mentioned,11
390,393,"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)",4.1,30999,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/m/n/-original-imag7f6cggkvuyyb.jpeg?q=70,4250,128,6,not mentioned,11
391,394,"Xiaomi 12 Pro 5G (Noir Black, 256 GB)",4.4,-23537,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/y/u/-original-imagqmtfu8gt62yv.jpeg?q=70,4600,256,8,Gen8,12
392,395,"Redmi 10 Prime (Astral White, 128 GB)",4.2,12331,https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/x/e/t/10-prime-10-redmi-original-imag6paxhggdnsjz.jpeg?q=70,6000,128,6,not mentioned,11
393,396,"Redmi 8A (Midnight Black, 32 GB)",4.1,8999,https://rukminim2.flixcart.com/image/312/312/k12go7k0/mobile/8/e/b/mi-redmi-8a-mzb8298in-original-imafkmhqztfbabww.jpeg?q=70,5000,32,3,Snapdragon439P,9
394,397,"Mi A3 (Not just Blue, 128 GB)",4.2,15999,https://rukminim2.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/u/7/h/mi-redmi-a3-m1906f9si-original-imafjm6vn3h6ygyw.jpeg?q=70,4030,128,6,Snapdragon665P,9
395,398,"Redmi 10 Prime (Phantom Black, 128 GB)",4.2,12331,https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/s/j/e/10-prime-10-redmi-original-imag6pbabybzmrhn.jpeg?q=70,6000,128,6,not mentioned,11
396,399,"Mi 11 Lite (Tuscany Coral, 128 GB)",4.3,21999,https://rukminim2.flixcart.com/image/312/312/kq6yefk0/mobile/a/2/2/11-lite-m2101k9ai-mi-original-imag496g7nhdabwq.jpeg?q=70,4250,128,6,Snapdragon732G,11
397,400,"Mi 11 Lite (Tuscany Coral, 128 GB)",4.3,17499,https://rukminim2.flixcart.com/image/312/312/kq6yefk0/mobile/a/2/2/11-lite-m2101k9ai-mi-original-imag496g7nhdabwq.jpeg?q=70,4250,128,8,Snapdragon732G,11
398,401,"Mi 5 (Gold, 32 GB)",4.5,24999,https://rukminim2.flixcart.com/image/312/312/j110uq80/mobile/w/7/h/mi-mi-5-mzb4847in-original-imaesp9sj6fpetdx.jpeg?q=70,3000,32,3,Snapdragon,6
399,402,"Redmi 3S (Dark Grey, 16 GB)",4.2,6999,https://rukminim2.flixcart.com/image/312/312/mobile/f/r/6/mi-redmi-3s-prime-na-original-imaeh6bdfjgzxucj.jpeg?q=70,4100,16,2,Snapdragon4G,6
400,403,"Redmi K20 (Flame Red, 64 GB)",4.3,22999,https://rukminim2.flixcart.com/image/312/312/jxz0brk0/mobile/x/f/u/redmi-k20-na-original-imafgb4y5rfbvg8t.jpeg?q=70,4000,64,6,Snapdragon730P,9
401,404,"Redmi 10 Prime (Astral White, 64 GB)",4.3,14998,https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/x/e/t/10-prime-10-redmi-original-imag6paxhggdnsjz.jpeg?q=70,6000,64,4,not mentioned,11
402,405,"Redmi 3S (Silver, 16 GB)",4.1,6999,https://rukminim2.flixcart.com/image/312/312/mobile/b/x/a/mi-redmi-3s-prime-na-original-imaeh6bdx2uhhu82.jpeg?q=70,4100,16,2,Snapdragon4G,6
403,406,"Redmi 3S (Gold, 16 GB)",4.5,6999,https://rukminim2.flixcart.com/image/312/312/mobile/w/g/z/mi-redmi-3s-prime-na-original-imaeh6beckzjqeza.jpeg?q=70,4100,16,2,Snapdragon4G,6
404,407,"Redmi 10 Prime (Bifrost Blue, 128 GB)",4.3,12331,https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/v/p/i/10-prime-10-redmi-original-imag6pb4qf7yxgrg.jpeg?q=70,6000,128,6,not mentioned,11
405,408,"Redmi Note 7 Pro (Nebula Red, 128 GB)",4.3,13999,https://rukminim2.flixcart.com/image/312/312/jskofww0/mobile/3/u/t/mi-redmi-note-7-pro-na-original-imafe4bddnr7n5vb.jpeg?q=70,4000,128,6,Snapdragon675P,9
406,409,"Redmi Note 9 Pro (Aurora Blue, 128 GB)",4.3,15990,https://rukminim2.flixcart.com/image/312/312/k7usyvk0/mobile/z/f/6/mi-redmi-note-9-b0784d862m-original-imafqy27hbtc37gv.jpeg?q=70,5020,128,6,not mentioned,10
407,410,"Redmi Note 9 Pro (Glacier White, 64 GB)",4.2,13190,https://rukminim2.flixcart.com/image/312/312/k7usyvk0/mobile/k/n/u/mi-redmi-note-9-b0784d7nfq-original-imafqy27p5tuzx77.jpeg?q=70,5020,64,4,not mentioned,10
408,411,"Redmi 6A (Black, 32 GB)",4.2,6999,https://rukminim2.flixcart.com/image/312/312/jo4n4i80/mobile/f/m/z/mi-redmi-6a-redmi-6a-original-imafaf8cg5gwwms8.jpeg?q=70,3000,32,2,not mentioned,8
409,412,"REDMI Note 11T 5G (Stardust White, 64 GB)",4.2,15495,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/v/v/-original-imag9g37hzxggjgg.jpeg?q=70,5000,64,6,not mentioned,11
410,413,"REDMI Note 11T 5G (Stardust White, 128 GB)",4.0,18490,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/v/v/-original-imag9g37hzxggjgg.jpeg?q=70,5000,128,8,not mentioned,11
411,414,"REDMI Note 11T 5G (Aquamarine Blue, 64 GB)",4.2,16795,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/d/d/-original-imag9g3wygd8829v.jpeg?q=70,5000,64,6,not mentioned,11
412,415,"10T 5G (Cosmic Black, 128 GB)",4.2,25999,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/a/6/10t-5g-mzb07zain-mi-original-imagregtwqymre6u.jpeg?q=70,5000,128,8,not mentioned,10
413,416,"Xiaomi 11T Pro 5G Hyperphone (Meteorite Black, 256 GB)",4.2,28858,https://rukminim2.flixcart.com/image/312/312/kyoqmq80/mobile/p/u/j/11t-pro-5g-11t-mi-original-imagauzg78sgxy6h.jpeg?q=70,5000,256,8,not mentioned,11
414,417,"Redmi 8A Dual (Midnight Grey, 64 GB)",4.2,9999,https://rukminim2.flixcart.com/image/312/312/kbl4cy80/mobile/k/u/a/mi-redmi-8a-dual-b086982vlb-original-imafswhvwcgnqgcu.jpeg?q=70,5000,64,3,Snapdragon439P,9
415,418,"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)",4.2,22800,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/m/n/-original-imag7f6cggkvuyyb.jpeg?q=70,4250,128,8,Snapdragon778G,11
416,419,"Mi A2 (Red, 64 GB)",4.2,17499,https://rukminim2.flixcart.com/image/312/312/jmkwya80/mobile/y/6/j/mi-a2-na-original-imaf9gbgka8yna47.jpeg?q=70,3010,64,4,Snapdragon,8
417,420,"Xiaomi 11T Pro 5G Hyperphone (Moonlight White, 256 GB)",4.2,28858,https://rukminim2.flixcart.com/image/312/312/kyoqmq80/mobile/f/m/b/11t-pro-5g-11t-mi-original-imagauz3cr3wzrhg.jpeg?q=70,5000,256,12,not mentioned,11
418,421,"Mi 11X (Cosmic Black, 128 GB)",4.3,24490,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/q/q/-original-imaggcz6fyt9yayh.jpeg?q=70,4520,128,8,not mentioned,11
419,422,"Xiaomi 11i 5G (Pacific Pearl, 128 GB)",4.3,24999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/w/3/c/-original-imagag2gzgkcd5yx.jpeg?q=70,5160,128,6,Dimensity920P,11
420,423,"Redmi 10 Prime (Bifrost Blue, 64 GB)",4.3,12499,https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/v/p/i/10-prime-10-redmi-original-imag6pb4qf7yxgrg.jpeg?q=70,6000,64,4,not mentioned,11
421,424,"Redmi 6A (Blue, 32 GB)",4.4,6999,https://rukminim2.flixcart.com/image/312/312/jo4n4i80/mobile/y/e/8/mi-redmi-6a-redmi-6a-original-imafaf8yf387zwvm.jpeg?q=70,3000,32,2,not mentioned,8
422,425,"REDMI Note 10 lite (Glacier White, 64 GB)",4.4,13499,https://rukminim2.flixcart.com/image/312/312/kua4r680/mobile/n/o/b/m2002f4lg-m1910f4g-redmi-note-10-lite-redmi-original-imag7f7fqkuma9rf.jpeg?q=70,5018,64,4,not mentioned,11
423,426,"Redmi 5 (Gold, 32 GB)",4.5,9999,https://rukminim2.flixcart.com/image/312/312/jjq18y80/mobile/n/p/5/mi-redmi-5-na-original-imaf4gh6qhrdebfg.jpeg?q=70,3300,32,3,Snapdragon450P,7
424,427,"Redmi Note 4 (Lake Blue, 64 GB)",4.1,12749,https://rukminim2.flixcart.com/image/312/312/j6mhxu80/mobile/f/v/d/mi-redmi-note-4-na-original-imaexfmpe54mfxhy.jpeg?q=70,4100,64,4,Snapdragon2G,6
425,428,"Redmi Note 4 (Dark Grey, 32 GB)",4.1,10649,https://rukminim2.flixcart.com/image/312/312/mobile/9/8/z/mi-redmi-note-4-na-original-imaeqdxjuadhagfc.jpeg?q=70,4100,32,3,Snapdragon2G,6
426,429,"Redmi K20 (Pearl White, 64 GB)",4.1,22999,https://rukminim2.flixcart.com/image/312/312/k0463rk0/mobile/z/z/z/mi-redmi-k20-mzb8193in-original-imafjz56gg9fhffe.jpeg?q=70,4000,64,6,Snapdragon730P,9
427,430,"REDMI Note 11 Pro (Star Blue, 128 GB)",4.2,18336,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/7/p/-original-imagcvhfpjq25hdr.jpeg?q=70,5000,128,8,not mentioned,11
428,431,"REDMI Note 11 Pro (Phantom White, 128 GB)",4.2,18336,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/d/c/-original-imagcvhxubttxe7r.jpeg?q=70,5000,128,8,not mentioned,11
429,432,"�9A (Midnight Black, 32 GB)",4.3,9499,https://rukminim2.flixcart.com/image/312/312/kesv0y80/mobile/b/h/z/mi-redmi-9a-b08696xb4b-original-imafve7pnhwakaha.jpeg?q=70,5000,32,3,not mentioned,10
430,433,"Mi 10 (Coral Green, 256 GB)",4.2,-5537,https://rukminim2.flixcart.com/image/312/312/kdxfc7k0/mobile/c/k/b/mi-10-mzb8923in-original-imafuq8sjfjuj3gv.jpeg?q=70,4780,256,8,Snapdragon865P,10
431,434,"Xiaomi 11i 5G (Purple Mist, 128 GB)",4.0,24999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/e/j/x/-original-imagag2gatsxzcuv.jpeg?q=70,5160,128,6,Dimensity920P,11
432,435,"Xiaomi 11i Hypercharge 5G (Purple Mist, 128 GB)",4.5,-31538,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/k/b/g/-original-imagagf6fzbhuhny.jpeg?q=70,4500,128,8,Dimensity920P,11
433,436,"Mi 5 (White, 32 GB)",4.2,24999,https://rukminim2.flixcart.com/image/312/312/mobile/y/c/p/mi-5-na-original-imaejfhg2fjszfs5.jpeg?q=70,3000,32,3,Snapdragon,6
434,437,"Xiaomi 11i 5G (Stealth Black, 128 GB)",4.2,24999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/4/n/d/-original-imagag2gdzpdfsdf.jpeg?q=70,5160,128,6,Dimensity920P,11
435,438,"Xiaomi 11T Pro 5G Hyperphone (Meteorite Black, 128 GB)",4.3,28858,https://rukminim2.flixcart.com/image/312/312/kyoqmq80/mobile/p/u/j/11t-pro-5g-11t-mi-original-imagauzg78sgxy6h.jpeg?q=70,5000,128,8,not mentioned,11
436,439,"Redmi K20 Pro (Pearl White, 128 GB)",4.5,28999,https://rukminim2.flixcart.com/image/312/312/k0463rk0/mobile/z/z/z/mi-redmi-k20-mzb8193in-original-imafjz56gg9fhffe.jpeg?q=70,4000,128,6,Snapdragon855P,9
437,440,"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)",4.2,23143,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/l/m/-original-imagd5gcaqg9cvme.jpeg?q=70,5000,128,8,not mentioned,11
438,441,"Mi A3 (Kind of Grey, 128 GB)",4.3,15999,https://rukminim2.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/z/r/4/mi-redmi-a3-redmi-a3-original-imafjm6v7egsh29h.jpeg?q=70,4030,128,6,Snapdragon665P,9
439,442,"Mi 10i (Midnight Black, 64 GB)",4.5,23999,https://rukminim2.flixcart.com/image/312/312/kjlrb0w0-0/mobile/z/s/l/10i-m10ix04-mi-original-imafz4rur4pb57cz.jpeg?q=70,4820,64,6,not mentioned,11
440,443,"Redmi K20 Pro (Carbon Black, 256 GB)",4.5,31999,https://rukminim2.flixcart.com/image/312/312/jxz0brk0/mobile/q/z/8/redmi-k20-pro-na-original-imafgb4ys5unqagx.jpeg?q=70,4000,256,8,Snapdragon855P,9
441,444,"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)",4.2,23999,https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/y/0/v/-original-imagagf6reaugwfw.jpeg?q=70,4500,128,6,Dimensity920P,11
442,445,"Mi Max (Silver, 32 GB)",4.3,14999,https://rukminim2.flixcart.com/image/312/312/mobile/z/5/g/mi-mi-max-mzb4871in-original-imaemk4zhfbaapk5.jpeg?q=70,4850,32,3,Snapdragon,6
443,446,"Redmi Note 5 Pro (Rose Gold, 64 GB)",4.1,16999,https://rukminim2.flixcart.com/image/312/312/jdkjzww0/mobile/z/x/a/redmi-note-5-pro-mzb6086in-original-imaf2g8zp8ubadzb.jpeg?q=70,4000,64,6,Snapdragon636P,7
444,447,"Redmi K20 Pro (Pearl White, 256 GB)",4.0,31999,https://rukminim2.flixcart.com/image/312/312/k186fm80/mobile/7/m/q/mi-redmi-k20-mzb8194in-original-imafkudxngxjdctx.jpeg?q=70,4000,256,8,Snapdragon855P,9
445,448,"Mi A2 (Rose Gold, 64 GB)",4.2,17499,https://rukminim2.flixcart.com/image/312/312/jrs3mvk0/mobile/y/y/c/mi-a2-a2-original-imafdhvm44ehzuzz.jpeg?q=70,3010,64,4,Snapdragon,8
446,449,"Mi 5 (Black, 32 GB)",4.5,24999,https://rukminim2.flixcart.com/image/312/312/mobile/y/p/y/mi-mi-5-mzb4783in-original-imaejypp9hfv9yrv.jpeg?q=70,3000,32,3,Snapdragon,6
447,450,"Mi A2 (Gold, 128 GB)",4.3,13999,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/t/w/j/mi-mi-a2-mzb7127in-original-imaff797gema5d23.jpeg?q=70,3010,128,6,Snapdragon,8
448,451,"Mi 11X Pro 5G (Lunar White, 128 GB)",4.3,26990,https://rukminim2.flixcart.com/image/312/312/kox8b680/mobile/r/z/z/11x-pro-5g-11x-pro-mi-original-imag39qjujuhjerp.jpeg?q=70,4520,128,8,Snapdragon888P,11
449,452,"Mi 4i (Blue, 16 GB)",4.3,12999,https://rukminim2.flixcart.com/image/312/312/mobile/t/m/b/mi-mi-4i-mzb4430in-original-imaebagndxhhvnyk.jpeg?q=70,3030,16,2,Snapdragon,5
450,453,"Redmi Note 7 Pro (MOONLIGHT WHITE, 64 GB)",4.1,12500,https://rukminim2.flixcart.com/image/312/312/k65d18w0pkrrdj/mobile-refurbished/p/6/z/redmi-note-7-pro-64-d-mzb8005in-mi-4-original-imafj36gfh9gfr7g.jpeg?q=70,4000,64,6,Snapdragon675P,9
451,454,"Redmi 5 (Black, 64 GB)",4.4,11990,https://rukminim2.flixcart.com/image/312/312/jjq18y80/mobile/a/z/6/mi-redmi-5-na-original-imaf78krenwg8bbz.jpeg?q=70,3300,64,4,Snapdragon450P,7
452,455,"Redmi 5 (Gold, 64 GB)",4.2,10990,https://rukminim2.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/e/4/p/mi-redmi-5-mdi1-original-imaf9f33fgzxb5nd.jpeg?q=70,3300,64,4,Snapdragon450P,7
453,456,"Mi Max (Dark Grey, 32 GB)",4.3,14999,https://rukminim2.flixcart.com/image/312/312/mobile/s/5/r/mi-mi-max-mzb4871in-original-imaemzj6rbwzgxe3.jpeg?q=70,4850,32,3,Snapdragon,6
454,457,"Mi A2 (Red, 128 GB)",4.5,20500,https://rukminim2.flixcart.com/image/312/312/jrgo4280/mobile/m/z/h/mi-a2-a2-original-imafd92uetypzxma.jpeg?q=70,3010,128,6,Snapdragon,8
455,458,"MI3 (Metallic Grey, 16 GB)",4.3,16999,https://rukminim2.flixcart.com/image/312/312/mobile/k/8/j/mi-mi3-original-imady54gkp5zt5hs.jpeg?q=70,3050,16,2,Snapdragon3G,4
